names,date,budget,revenue
Twilight,12/11/2008 ,37000000.0,402278564.0
Twilight,12/11/2008 ,20000000.0,15055091.0
Warriors of Future,08/05/2022 ,71460000.0,300356421.2
Spider-Man: Homecoming,07/06/2017 ,175000000.0,878271291.0
Howl's Moving Castle,06/09/2005 ,24000000.0,236049757.0
World War Z,06/20/2013 ,190000000.0,531861650.0
Charlie and the Chocolate Factory,09/01/2005 ,150000000.0,475825484.0
High Heat,03/01/2023 ,78000000.0,277412220.0
How to Train Your Dragon: The Hidden World,01/03/2019 ,129000000.0,521533238.0
Girl at the Window,08/18/2022 ,95200000.0,294248739.2
Hellraiser,10/08/2022 ,1000000.0,14575148.0
Pacific Rim,07/11/2013 ,190000000.0,411002906.0
My Hero Academia: Heroes Rising,03/12/2020 ,21911000.0,29900850.0
After,07/04/2019 ,14000000.0,57926850.0
After,07/04/2019 ,650000.0,0.0
The Hangover,06/11/2009 ,35000000.0,465487583.0
The Adam Project,03/11/2022 ,116000000.0,203098455.6
Trick or Treat Scooby-Doo!,10/04/2022 ,85000000.0,575808566.0
The Tangalanga Method,01/19/2023 ,114200000.0,241031716.6
Last Man Down,11/01/2021 ,165000000.0,250351474.6
The Emperor's New Groove,04/05/2001 ,100000000.0,169630573.0
The Princess,06/16/2022 ,89000000.0,518519804.4
The Lion King,07/17/2019 ,260000000.0,1647733638.0
The Lion King,07/17/2019 ,79300000.0,986193783.0
Jungle Cruise,07/29/2021 ,200000000.0,210469803.0
The Nun,09/06/2018 ,22000000.0,363391647.0
Superfast!,04/02/2015 ,20000000.0,3146707.8
Code Name Banshee,07/01/2022 ,70520000.0,457654821.6
Beauty Salon: Special Service 2,02/13/2018 ,105740523.8,345465556.8
The Parent Trap,07/29/1998 ,15000000.0,92108518.0
One Way,12/01/2022 ,98600000.0,688313467.6
Monster High: The Movie,10/06/2022 ,147200000.0,432006011.2
Furious 7,04/02/2015 ,190000000.0,1514553486.0
The Conjuring 2,06/09/2016 ,40000000.0,321834351.0
Overdose,11/04/2022 ,99400000.0,341205403.4
Dragon Ball Z: Broly – The Legendary Super Saiyan,03/06/1993 ,25100000.0,21658982.0
Inception,07/22/2010 ,160000000.0,728537960.0
Frozen,12/26/2013 ,150000000.0,1256887580.0
Madagascar: A Little Wild Holiday Goose Chase,11/26/2021 ,83400000.0,191964060.4
God's Not Dead: A Light in Darkness,03/30/2018 ,56400000.0,5728940.0
Top Gun,06/20/1986 ,15000000.0,357469522.0
The Prince of Egypt,12/26/1998 ,60000000.0,218613188.0
The Requin,01/28/2022 ,8500000.0,130493.0
It Chapter Two,09/05/2019 ,79000000.0,473122525.0
The Unholy,04/15/2021 ,10000000.0,30792024.0
Cinderella,10/13/1950 ,95000000.0,542351353.0
Cinderella,10/13/1950 ,2900000.0,263591415.0
The Lord of the Rings: The Fellowship of the Ring,12/26/2001 ,93000000.0,891216824.0
The Hip Hop Nutcracker,11/25/2022 ,92000000.0,220028554.8
Margaux,09/09/2022 ,49000000.0,499592777.0
Beauty Salon: Special Service,12/29/2016 ,119700000.0,333485619.2
Black Widow,07/08/2021 ,200000000.0,379751131.0
Blowback,09/01/2022 ,129000000.0,361706066.8
As They Made Us,04/08/2022 ,158000000.0,184193215.4
Frank and Penelope,06/03/2022 ,138100000.0,717029254.0
Finding Nemo,08/28/2003 ,94000000.0,936094852.0
Ben-Hur,08/25/2016 ,95000000.0,91669648.0
Ben-Hur,08/25/2016 ,15000000.0,73259017.0
Don't Open the Door,11/30/2022 ,78300000.0,349714816.8
Grown Ups 2,09/26/2013 ,80000000.0,247023808.0
High School Teacher: Maturing,01/15/1985 ,73800000.0,346352260.6
Thor,04/21/2011 ,150000000.0,449326618.0
Batman and Superman: Battle of the Super Sons,10/18/2022 ,148000000.0,1180818577.6
Captain America: Civil War,04/28/2016 ,250000000.0,1151899586.0
Dungeons & Dragons: Wrath of the Dragon God,10/08/2005 ,102300000.0,633555866.2
Doctor Strange,10/27/2016 ,165000000.0,676343174.0
Transformers: Age of Extinction,06/26/2014 ,210000000.0,1104054072.0
Carter,08/05/2022 ,38200000.0,319040588.8
ODDTAXI in the Woods,04/01/2022 ,116000000.0,616543720.6
Joseph: King of Dreams,11/07/2000 ,79000000.0,601957369.0
The Call of the Wild,02/20/2020 ,125000000.0,107351191.0
No Exit,02/25/2022 ,59500000.0,596465139.4
The Addams Family 2,01/06/2022 ,9330400.0,119815153.0
An Interview with God,10/25/2018 ,105000000.0,496783754.4
Dune,12/02/2021 ,165000000.0,391774790.0
Dune,12/02/2021 ,45000000.0,27503491.0
L.O.L. Surprise! Winter Fashion Show,10/24/2022 ,118400000.0,599966189.2
Up,09/03/2009 ,175000000.0,731463377.0
Pirates of the Caribbean: Dead Men Tell No Tales,05/25/2017 ,230000000.0,794861794.0
The Amazing Spider-Man 2,04/17/2014 ,200000000.0,708996336.0
Ice Age: Dawn of the Dinosaurs,07/01/2009 ,90000000.0,886686817.0
The princess,08/05/2022 ,104400000.0,492717594.8
Alien Sniperess,04/08/2022 ,58670000.0,385960548.2
Toy Story 2,12/02/1999 ,90000000.0,511358276.0
Reggie,03/23/2023 ,138800000.0,293853255.2
Renfield,05/25/2023 ,86203077.0,12076404.0
Barbie: Mermaid Power,07/17/2022 ,123600000.0,590203752.2
Grown Ups,06/24/2010 ,75000000.0,272222420.0
Hidden Figures,02/16/2017 ,25000000.0,230677636.0
The Twilight Saga: Eclipse,07/01/2010 ,68000000.0,706102828.0
Halloween Ends,10/13/2022 ,20000000.0,105199765.0
Corpus Christi,09/18/2019 ,1300000.0,10951283.0
"Goodbye, Don Glees!",02/18/2022 ,111000000.0,251309155.0
The Contractor,05/11/2022 ,43967862.6,2122288.0
Samson,02/16/2018 ,8101468.0,4873825.0
The Bible: In the Beginning...,09/28/1966 ,18000000.0,52356840.0
Deadpool 2,05/16/2018 ,110000000.0,786362370.0
San Andreas,05/28/2015 ,110000000.0,456258539.0
Infinite,08/10/2021 ,105800000.0,682359112.6
Finding Grace,04/21/2020 ,61498000.0,254671383.8
Risen,02/18/2016 ,20000000.0,46244066.0
Bad Luck Banging or Loony Porn,11/25/2021 ,100000000.0,246367071.0
Mortal Kombat Legends: Snow Blind,10/09/2022 ,121600000.0,796809611.2
2037,06/08/2022 ,118000000.0,624618913.8
Your Boyfriend Is Mine,03/19/2022 ,115500000.0,468695206.8
A Writer's Odyssey,02/12/2021 ,26548000.0,150123320.0
Spirited Away,12/12/2002 ,19000000.0,274925095.0
Under Wraps 2,09/25/2022 ,123400000.0,585545192.2
Super Mario Bros: This Ain't No Video Game,11/03/2014 ,54640000.0,329856760.8
The Life and Passion of Jesus Christ,05/15/1903 ,106400000.0,524759370.4
Monster Hunter,01/01/2021 ,60000000.0,47853893.0
Ted 2,06/25/2015 ,68000000.0,217214143.0
Office Invasion,08/10/2022 ,54200000.0,485386108.6
The Bush,08/18/2022 ,138600000.0,308041312.4
Togo,10/05/2022 ,76400000.0,651222288.2
The Exorcist,03/22/2001 ,12000000.0,428214478.0
Dragon Ball Z: Wrath of the Dragon,07/15/1995 ,30314000.0,24000000.0
Day Shift,08/12/2022 ,152000000.0,500715939.4
Extraction 2,06/16/2023 ,226000000.0,175269998.8
Three Steps Above Heaven,12/03/2010 ,99600000.0,555598357.2
The Hunger Games: Catching Fire,11/21/2013 ,130000000.0,864868047.0
Nope,08/11/2022 ,68000000.0,171172274.0
I Am Legend,01/03/2008 ,150000000.0,585410052.0
Avatar: Creating the World of Pandora,02/07/2010 ,100140523.8,625891229.0
Paws of Fury: The Legend of Hank,09/22/2022 ,45000000.0,40166138.0
Kingsman: The Secret Service,02/05/2015 ,94000000.0,404561724.0
The Witch: Part 2. The Other One,06/15/2022 ,26012400.0,23000000.0
Blacklight,02/10/2022 ,29000000.0,16017096.0
The Lord of the Rings: The Return of the King,12/26/2003 ,94000000.0,1121386981.0
Thor: The Dark World,10/31/2013 ,150000000.0,644602516.0
Chernobyl: Abyss,07/21/2021 ,9100000.0,6459306.0
My Hero Academia: Two Heroes,09/14/2018 ,12000000.0,31478826.0
Overcomer,08/22/2019 ,5000000.0,38093564.0
Soul,12/25/2020 ,150000000.0,136384442.0
Exploits of a Young Don Juan,03/11/1987 ,59400000.0,448288134.4
Journey 2: The Mysterious Island,01/19/2012 ,79000000.0,318146162.0
The Key Game,04/13/2022 ,135159000.0,234980052.8
The Twilight Saga: Breaking Dawn - Part 2,11/15/2012 ,120000000.0,829747654.0
Balik Taya,03/31/2023 ,12001040.0,38139010.0
The Vatican Tapes,07/24/2015 ,13000000.0,14929184.0
The Hunger Games: Mockingjay - Part 2,11/19/2015 ,160000000.0,647396133.0
Scary Movie,08/31/2000 ,19000000.0,277200000.0
The Dark Knight,07/16/2008 ,185000000.0,1006234167.0
Miracles from Heaven,06/17/2016 ,13000000.0,73773317.0
Toy Story 4,06/19/2019 ,200000000.0,1073064540.0
The SpongeBob Movie: Sponge on the Run,11/05/2020 ,60000000.0,4810790.0
Trolls World Tour,09/10/2020 ,17622000.0,47000000.0
Iron Man 3,04/24/2013 ,200000000.0,1215392272.0
Prometheus,06/07/2012 ,125000000.0,402448265.0
Toy Story 3,06/24/2010 ,200000000.0,1068879522.0
The Green Mile,02/10/2000 ,60000000.0,290701374.0
Deathstroke: Knights & Dragons - The Movie,08/04/2020 ,157000000.0,563127144.8
Mulan,09/04/2020 ,200000000.0,69973540.0
Mulan,09/04/2020 ,90000000.0,303500000.0
Wild Is the Wind,10/28/2022 ,77200000.0,250609542.6
Fifty Shades Darker,02/09/2017 ,55000000.0,381367046.0
Guardians of the Galaxy Vol. 2,04/25/2017 ,200000000.0,863756051.0
Ant-Man and the Wasp,07/05/2018 ,130000000.0,623144660.0
Joker,10/03/2019 ,55000000.0,1069121583.0
Alienoid,07/20/2022 ,24457676.0,100556193.8
Percy Jackson & the Olympians: The Lightning Thief,02/11/2010 ,95000000.0,223050874.0
Constantine,02/24/2005 ,75000000.0,221593554.0
Deinfluencer,12/06/2022 ,94000000.0,437537244.8
The Desperate Hour,08/01/2022 ,62000000.0,379472585.0
Gifted,08/10/2017 ,7000000.0,36964656.0
Kung Fu Panda,06/26/2008 ,130000000.0,631910531.0
Family Game,06/17/2022 ,4000000.0,1039744.4
You Will Not Have My Hate,11/10/2022 ,158800000.0,677460163.6
Roald Dahl's The Witches,12/10/2020 ,49500000.0,29303571.0
The Man from Earth,09/16/2008 ,200000.0,58992776.8
Wrong Turn 3: Left for Dead,10/20/2009 ,3000000.0,37753869.2
Apocalypto,12/07/2006 ,40000000.0,121032272.0
Erotic Ghost Story,05/19/1990 ,95000000.0,292616817.4
Somebody I Used to Know,02/01/2023 ,128000000.0,635149752.8
You Won't Be Alone,09/22/2022 ,39677129.0,125000.0
The Takeover,11/01/2022 ,121000000.0,466223042.0
Venom,09/28/2018 ,116000000.0,856081053.0
Venom,09/28/2018 ,25000000.0,881745.0
Catch Me If You Can,01/09/2003 ,52000000.0,352114312.0
The Lord of the Rings: The Two Towers,12/26/2002 ,94000000.0,919148764.0
Mari(dos),03/10/2023 ,64500000.0,385960548.2
Through My Window,02/04/2022 ,85000000.0,645835675.2
Decision to Leave,10/20/2022 ,6993600.0,16914773.0
Dead for a Dollar,09/30/2022 ,134600000.0,409636263.0
X-Men: Apocalypse,05/19/2016 ,178000000.0,542537546.0
No Time to Die,11/11/2021 ,250000000.0,759959662.0
Extraction,04/24/2020 ,65000000.0,0.0
A Trip to Infinity,09/26/2022 ,53600000.0,682429959.6
Alita: Battle Angel,02/14/2019 ,170000000.0,401900040.0
Brave,06/21/2012 ,185000000.0,554606532.0
Monsters University,07/11/2013 ,200000000.0,743455810.0
Iron Man,05/01/2008 ,186000000.0,585171547.0
Snow White and the Seven Dwarfs,06/02/1938 ,1488000.0,184925486.0
The Curse of La Llorona,04/18/2019 ,9000000.0,123133739.0
Teenage Mutant Ninja Turtles,09/11/2014 ,125000000.0,485004754.0
Teenage Mutant Ninja Turtles,09/11/2014 ,13500000.0,202000000.0
Constantine: The House of Mystery,05/03/2022 ,146400000.0,638963437.4
The Hobbit: An Unexpected Journey,12/26/2012 ,200000000.0,1014938545.0
Kimi,02/10/2022 ,3500000.0,192301839.8
Spider-Man: Far From Home,07/01/2019 ,160000000.0,1132107522.0
Cuento de Primavera-A Spring Tale,12/20/2022 ,77600000.0,827017257.2
Finch,11/05/2021 ,2500000.0,61416888.0
The Hangover Part II,05/25/2011 ,80000000.0,586764305.0
The Stranger,10/06/2022 ,73600000.0,306445940.4
The Man from Toronto,06/24/2022 ,75000000.0,416154234.2
2012,10/23/2009 ,200000000.0,757677748.0
White Chicks,12/30/2004 ,20000000.0,111448997.0
Army of Thieves,10/29/2021 ,175200000.0,393196433.0
Dragon Ball Z: Battle of Gods,09/19/2013 ,20950000.0,50461371.0
Star Wars,10/26/1977 ,11000000.0,775398007.0
Scream 2,12/12/1997 ,24000000.0,172363301.0
American Sniper,01/22/2015 ,58000000.0,547326372.0
Last Days in the Desert,05/13/2016 ,124600000.0,375161639.6
Lobo Feroz,01/27/2023 ,88200000.0,783754106.0
The Forever Purge,07/23/2021 ,18000000.0,76950525.0
Scary Movie 5,04/11/2013 ,20000000.0,78378744.0
Annabelle: Creation,08/10/2017 ,15000000.0,305384865.0
Meet Joe Black,03/11/1999 ,85000000.0,44650003.0
Dawn of the Planet of the Apes,07/09/2014 ,170000000.0,710644566.0
Scarface,02/01/1984 ,25000000.0,44942821.0
Train to Busan,07/29/2016 ,8500000.0,87547518.0
Scream 4,04/13/2011 ,40000000.0,95989590.0
The Shawshank Redemption,02/16/1995 ,25000000.0,28419159.0
Beauty and the Beast,06/11/1992 ,160000000.0,1268697483.0
Beauty and the Beast,06/11/1992 ,20000000.0,438656843.0
Terminator Genisys,07/01/2015 ,155000000.0,440603537.0
Looks Can Kill,02/01/2022 ,96300000.0,565191997.0
Black Panther,02/15/2018 ,200000000.0,1336494320.0
Batman v Superman: Dawn of Justice,03/24/2016 ,263000000.0,872395091.0
A Monster Calls,05/12/2017 ,43000000.0,46414530.0
Spider-Man,06/06/2002 ,139000000.0,821706375.0
Vacation Friends,08/27/2021 ,105200000.0,558301701.8
The Simpsons in Plusaversary,11/12/2021 ,131600000.0,318725312.6
The Last Manhunt,01/01/2023 ,80300000.0,321306715.6
Scary Movie 2,10/18/2001 ,45000000.0,141189101.0
Harry Potter 20th Anniversary: Return to Hogwarts,01/01/2022 ,53600000.0,682429959.6
Life Is Beautiful,05/06/2006 ,20000000.0,230098753.0
The Twin,04/06/2022 ,2620000.0,492000.0
Wrong Turn 2: Dead End,10/16/2007 ,4000000.0,30361598.0
Knowing,03/26/2009 ,50000000.0,186450317.0
Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,07/30/2021 ,167100000.0,651465482.4
Annabelle Comes Home,06/27/2019 ,27000000.0,230779191.0
Chupa,04/07/2023 ,91940000.0,615583976.0
The Matrix,04/08/1999 ,65000000.0,465974198.0
Sex and Zen II,05/09/1996 ,60600000.0,697062094.4
Despicable Me 2,06/26/2013 ,76000000.0,975216835.0
Chip 'n Dale: Rescue Rangers,05/18/2022 ,116500000.0,900250198.6
Pacific Rim: Uprising,03/22/2018 ,155000000.0,290930148.0
Spirit Untamed,06/12/2021 ,30000000.0,42235744.0
Samson and Delilah,12/21/1949 ,3000000.0,11500000.0
Capturing Avatar,11/16/2010 ,101700000.0,716719914.2
Psychosexual,05/12/2022 ,12001040.0,38139010.0
The Mummy,06/24/1999 ,195000000.0,409953905.0
The Mummy,06/24/1999 ,80000000.0,416385488.0
Scooby-Doo,06/20/2002 ,84000000.0,276294164.0
Jurassic World,06/11/2015 ,215000000.0,1669963641.0
Kingsman: The Golden Circle,09/21/2017 ,104000000.0,408803696.0
Spirit: Stallion of the Cimarron,05/24/2002 ,80000000.0,106515310.0
Broken Ties,03/06/2023 ,131000000.0,630656413.8
The Little Guy,08/10/2022 ,148000000.0,443047789.4
Project X,03/01/2012 ,12000000.0,103028188.0
Tom & Jerry,04/01/2021 ,50000000.0,136536687.0
Tarzan,09/09/1999 ,145000000.0,448191819.0
Corpse Bride,11/17/2005 ,30000000.0,114770654.0
Tom Clancy's Without Remorse,04/30/2021 ,88200000.0,541630998.4
Dragon Ball Z: Fusion Reborn,03/24/2006 ,5387948.0,23500000.0
Madagascar,06/16/2005 ,75000000.0,556559566.0
The Twilight Saga: Breaking Dawn - Part 1,11/17/2011 ,110000000.0,712171856.0
Army of the Dead,05/21/2021 ,90000000.0,0.0
The Friendship Game,11/11/2022 ,104050080.0,536903130.0
Maleficent,05/29/2014 ,180000000.0,758536735.0
The Evil Dead,06/23/1983 ,375000.0,29400000.0
xXx: Return of Xander Cage,01/19/2017 ,85000000.0,345033359.0
Incredibles 2,06/14/2018 ,200000000.0,1242805359.0
Incantation,03/18/2022 ,52000050.0,5700000.0
Cinderella,03/26/2015 ,95000000.0,542351353.0
Cinderella,03/26/2015 ,2900000.0,263591415.0
Wreck-It Ralph,12/26/2012 ,165000000.0,496511521.0
The Equalizer,09/24/2014 ,55000000.0,192903624.0
1917,01/09/2020 ,100000000.0,389140440.0
Black Water: Abyss,08/07/2020 ,7060000.0,1117982.0
Golden Escape,08/05/2022 ,84800000.0,353650070.0
Magnum Opus,07/18/2022 ,153000000.0,648868926.4
"...Watch Out, We're Mad",03/23/2022 ,147000000.0,296181163.0
The Hangover Part III,05/23/2013 ,103000000.0,362000072.0
Black Site,11/23/2022 ,69400000.0,240033015.8
Ice Age: The Meltdown,04/06/2006 ,75000000.0,651899282.0
The Intouchables,05/18/2012 ,13000000.0,426588510.0
Girl in the Basement,02/27/2021 ,135000000.0,684741124.6
Ambulance,04/07/2022 ,40000000.0,51783040.0
Dragon Ball Z: Broly – Second Coming,03/12/1994 ,59080000.0,24200000.0
Host,07/30/2020 ,35000.0,436536.0
The Rape,05/15/1982 ,47270000.0,329856760.8
Blended,06/11/2014 ,45000000.0,127990741.0
Don't Breathe 2,08/20/2021 ,10000000.0,53785551.0
Jurassic World: Fallen Kingdom,06/21/2018 ,170000000.0,1308323302.0
Naruto Shippuden the Movie: Blood Prison,07/30/2011 ,1545000.0,9100000.0
Bubble,04/28/2022 ,1600000.0,145382.0
The Meg,08/16/2018 ,178000000.0,527267828.0
Coherence,09/19/2013 ,2037792.0,102617.0
The Commando,04/01/2022 ,117000000.0,272244777.0
Fate/Grand Order the Movie: Divine Realm Of The Round Table: Camelot Paladin; Agateram,08/26/2021 ,102000000.0,441454936.4
Spiderhead,06/17/2022 ,102800000.0,365455879.6
Transformers: The Last Knight,06/16/2017 ,217000000.0,602893340.0
The Red Book Ritual,09/13/2022 ,141600000.0,522659686.2
Parasite,06/17/2019 ,11363000.0,257591776.0
Wonder Woman 1984,12/26/2020 ,200000000.0,166360232.0
Jumanji: The Next Level,12/26/2019 ,125000000.0,798210215.0
Dragon Ball Z: Bojack Unbound,07/10/1993 ,24812400.0,20100000.0
Tinker Bell and the Legend of the NeverBeast,07/22/2015 ,73800000.0,394200421.4
Mia and Me: The Hero of Centopia,10/27/2022 ,106200000.0,588649044.6
Groot's Pursuit,08/10/2022 ,97600000.0,571300438.6
Road to Ninja: Naruto the Movie,07/28/2012 ,44304333.2,17900000.0
Mobile Suit Gundam Hathaway,06/11/2021 ,78600000.0,660438536.2
Inexorable,04/06/2022 ,164900000.0,690959382.4
WALL·E,09/18/2008 ,180000000.0,521311860.0
Legend Quest: The Origin,02/15/2021 ,109200000.0,728382406.2
The Banshees of Inisherin,12/26/2022 ,515001.4,41000000.0
The Hobbit: The Desolation of Smaug,12/26/2013 ,250000000.0,959358436.0
Ava,09/02/2020 ,12000000.0,2987741.0
The Blind Side,02/25/2010 ,35000000.0,305705794.0
The Case for Christ,04/07/2017 ,3000000.0,17966760.0
Unbroken: Path to Redemption,09/14/2018 ,6000000.0,6216897.0
A Quiet Place,05/21/2018 ,17000000.0,334876670.0
Lilo & Stitch,09/19/2002 ,80000000.0,245799997.0
Rocky,03/17/1977 ,1000000.0,225000000.0
Baba Yaga: Terror of the Dark Forest,02/27/2020 ,146740000.0,301123555.2
Wendell & Wild,10/28/2022 ,59960000.0,418659258.4
Avatar: The Deep Dive - A Special Edition of 20/20,12/13/2022 ,98800000.0,580810039.6
Just Love and a Thousand Songs,12/08/2022 ,85800000.0,568195972.0
Héctor El Father: Conocerás la verdad,03/22/2018 ,89000000.0,436644599.4
The Lion King II: Simba's Pride,07/31/2000 ,140700000.0,490644301.8
The Simpsons Movie,07/27/2007 ,72500000.0,527071022.0
The Mummy Returns,05/10/2001 ,98000000.0,435040395.0
Elvis,06/23/2022 ,85000000.0,279854594.0
The House,01/14/2022 ,40000000.0,31192425.0
Fortress,03/01/2022 ,12000000.0,46730578.0
The Grandmother,04/06/2022 ,3749231.0,1817696.0
King of Kings,10/11/1961 ,5037000.0,14483352.0
In Time,10/27/2011 ,35000000.0,165103952.0
Hansan: Rising Dragon,08/05/2022 ,121000000.0,288842249.6
Taken 3,01/08/2015 ,48000000.0,327656424.0
A Bug's Life,12/03/1998 ,120000000.0,363258859.0
Maleficent: Mistress of Evil,10/17/2019 ,185000000.0,489181357.0
Bad Boys for Life,01/16/2020 ,90000000.0,426505244.0
Ready Player One,03/29/2018 ,150000000.0,579055653.0
The Second Coming of Christ,03/06/2018 ,47270000.0,329856760.8
The Flash,06/16/2023 ,200000000.0,1240261.6
The Chalk Line,09/09/2022 ,92600000.0,353391998.4
Pokemon the Movie: Mewtwo Strikes Back - Evolution,07/12/2019 ,59844080.0,26654184.0
The Lost Lotteries,11/16/2022 ,62800000.0,566738520.0
November,05/11/2023 ,250000.0,191862.0
The Nun 2,09/08/2023 ,246000000.0,175269998.8
Aria the Benedizione,12/03/2021 ,184000000.0,428723514.8
Sausage Party,08/11/2016 ,19000000.0,141344255.0
Fortress: Sniper's Eye,04/29/2022 ,125600000.0,403087774.0
Fight Club,11/11/1999 ,65000000.0,100820947.0
Hercules,09/18/1997 ,100000000.0,243388614.0
Hercules,09/18/1997 ,70000000.0,250700000.0
Waktu Maghrib,02/09/2023 ,87000000.0,476680473.8
Legion,06/03/2010 ,26000000.0,67647574.0
Six Swedish Girls in a Boarding School,09/28/1979 ,76000000.0,152911218.6
From Straight A's to XXX,02/11/2017 ,127200000.0,410122022.6
Justice League,11/16/2017 ,300000000.0,655945209.0
The Last Temptation of Christ,10/13/1988 ,7000000.0,8373585.0
Ron's Gone Wrong,10/21/2021 ,30511197.0,60692022.0
Mad Max: Fury Road,05/14/2015 ,150000000.0,365769378.0
How to Train Your Dragon 2,06/09/2014 ,145000000.0,614586270.0
Blackout,10/12/2022 ,96400000.0,440151954.6
Despicable Me,09/09/2010 ,69000000.0,543464573.0
Lies My Sister Told Me,05/29/2022 ,83800000.0,700431681.6
Ava,06/21/2017 ,3000000.0,500000.0
Fractured,10/10/2019 ,108200000.0,206009040.8
Ralph Breaks the Internet,11/26/2018 ,175000000.0,529221154.0
The Proposal,06/18/2009 ,40000000.0,314709717.0
Rampage,04/20/2018 ,120000000.0,427947217.0
Ashfall,01/09/2020 ,17700000.0,61321941.0
Wrong Turn,02/04/2021 ,10000000.0,28649556.0
Alice in Wonderland,07/01/2010 ,200000000.0,1025491110.0
Alice in Wonderland,07/01/2010 ,3000000.0,0.0
Ripper Untold,06/28/2021 ,80200000.0,338842741.4
Rurouni Kenshin: The Beginning,06/04/2021 ,138000000.0,450001647.6
Brother Bear,12/26/2003 ,46000000.0,250397798.0
Purple Hearts,07/29/2022 ,175200000.0,715523713.0
